Country Name,Country Code,Year,Agriculture (% GDP),Ease of Doing Business,Education Expenditure (% GDP),Export (% GDP),GDP,Health Expenditure (% GDP),Import (% GDP),Industry (% GDP),Inflation Rate,R&D,Service (% GDP),Unemployment,Population,Land,Continent Name,Export,Import,Education Expenditure,Health Expenditure,Net Trade,GDP Per Capita,Population Density,Cluster
French Polynesia,PYF,2022,4.51512129821948,61.26969371428571,14.267345616902563,15.301659059778192,5652706616.557549,6.191188366634045,34.594105776579724,26.314817370570445,11.184434281508253,12363575558.824837,55.44930151833184,13.098,306279.0,3471.0,Oceania,864957894.1151596,1955503306.17164,66009276596.85556,46703212159.75045,-1090545412.05648,18456.06984663509,88.23941227312014,9
Gabon,GAB,2022,5.647373791177,44.394724,13.35217299828162,61.3838511314544,21071739227.9428,2.972257705238095,16.6046561044997,57.395400671819,4.23124798274574,105813147.13589904,33.1487065505147,21.469,2388992.0,267670.0,Africa,12934645038.488686,3498889834.0368614,2813535075.461694,626306392.8302082,9435755204.451824,8820.347338100253,8.925139163895842,3
"Gambia, The",GMB,2022,22.5502664229963,47.973268,14.0179004669189,4.56965741064159,2273060863.13981,4.418312072857143,30.7680560174309,17.2616384830486,11.5131198380507,1009239.0023693864,52.2959843364112,4.78,2705992.0,11300.0,Africa,103871094.18086202,699376639.6811551,318635409.3474262,100430922.53949702,-595505545.500293,840.0101933560078,239.4683185840708,2
Georgia,GEO,2022,6.08790015872493,81.867716,11.333377838134773,52.8981965121543,24605375420.0672,7.82042264952381,63.0261564439414,21.5444672296083,11.8981654203198,57137372.15127438,59.8961676328898,11.311,3712502.0,69700.0,Europe,13015799842.26046,15507822405.870655,2788620164.8477564,1924244352.3513,-2492022563.610195,6627.706980377977,53.26401721664276,9
Germany,DEU,2022,1.10932105868815,79.49248,10.570055262247704,50.3378544368446,4072191736089.51,10.90196886909091,48.2812996987368,26.6773121630183,6.87257438551099,111238957631.06192,62.6827167996276,2.989,84079811.0,357247.14285714284,Europe,2049853948501.9524,1966107096408.569,430432916889.3454,443949075358.171,83746852093.3833,48432.455873259634,235.3547472138136,12
Ghana,GHA,2022,18.7818390300982,58.759852,23.138665080070496,27.5255404214296,72838798787.7066,3.682247684761905,25.0249924272996,31.518830644227,31.2558951049016,221473649.555118,44.0979199462864,3.867,33475870.0,238539.04761904763,Africa,20049273002.79396,18227903880.75957,16853925699.83388,2682104981.968709,1821369122.0343893,2175.859769670112,140.33706570951745,5
Gibraltar,GIB,2022,10.029778261034568,61.26969371428571,9.22017002105713,47.702334951628586,469968940773.676,6.191188366634045,54.15520118836773,26.314817370570445,11.184434281508253,12363575558.824837,55.44930151833184,7.458547595773403,32649.0,10.0,Europe,154086630779.6377,151001996134.0112,66009276596.85556,46703212159.75045,3084634645.6265173,19006.1493704766,3264.9,9
Greece,GRC,2022,3.91760702232036,67.39229,7.657411266775692,48.7371821227688,219065872466.25,8.482977867619047,58.1806490593604,16.8056904211522,9.64525981280641,1775475864.33688,67.087501487044,12.162,10566531.0,131960.0,Europe,106766533232.7087,127453946468.41492,16774774799.891096,18583309476.81856,-20687413235.706223,20732.052219053727,80.07374204304335,9
Greenland,GRL,2022,16.370799731552776,61.26969371428571,18.59661928812664,37.97477472948192,2345473092.953787,6.191188366634045,55.75754130075953,17.19406376748878,11.184434281508253,13121807.947290482,63.19045604776834,7.458547595773403,56661.0,410450.0,North America,890688123.3898125,1307778128.5019095,436178701.6020643,46703212159.75045,-417090005.112097,41394.841124473394,0.1380460470215617,9
Grenada,GRD,2022,4.32418493137844,53.422034,9.87272262573242,47.702334951628586,1256413185.18519,5.26914256047619,54.15520118836773,15.1480599269714,1.9066666874509364,12363575558.824837,62.9337081726712,7.458547595773403,125438.0,340.0,North America,154086630779.6377,151001996134.0112,124042188.80646364,66202201.876027375,3084634645.6265173,10016.208686244918,368.9352941176471,9
Guam,GUM,2022,10.029778261034568,61.26969371428571,14.267345616902563,18.40413411385973,5075850000.0,6.191188366634045,53.74187954741676,26.314817370570445,11.184434281508253,13146113.324120631,55.44930151833184,6.134,171774.0,540.0,Oceania,934166241.4183488,2727857193.0075536,66009276596.85556,46703212159.75045,-1793690951.5892048,29549.58259107897,318.1,9
Guatemala,GTM,2022,9.30653254881256,62.058124,19.3998908996582,19.0155395632265,95003333381.1936,6.086884408571429,35.6544175752575,22.649550528696,6.88512823344285,39205342.11825,62.0391801029779,2.569,17357886.0,108890.0,North America,18065396445.48484,33872885194.144764,18430543026.99012,5782743087.203009,-15807488748.659924,5473.208741041023,159.4075305354027,5
Guinea,GIN,2022,27.3199176325346,47.14269,10.1993560791016,43.6701925605662,21227749388.7287,4.2135507261904745,63.8074675861905,28.8351691223229,10.4930409984424,12363575558.824837,35.2885216616253,5.749,13859341.0,245860.0,Africa,9270199034.332235,13544889310.490816,2165093747.735753,894441988.5226722,-4274690276.158581,1531.656475493943,56.37086553323029,2
Guinea-Bissau,GNB,2022,42.01985597461624,42.514344,11.4933970191262,20.100417614668377,1633559092.06611,7.225550788095239,29.98913071456092,13.864460445384726,9.39383877456589,12363575558.824837,41.065941755282815,3.583,2105566.0,36130.0,Africa,328352199.4876732,489890171.4193003,187751431.99319127,118033641.85078424,-161537971.9316271,775.8289657346812,58.277497924162745,1
Guyana,GUY,2022,26.117477694386505,55.033552,14.571713952457191,91.85327928120284,15357537068.3434,4.01220644,106.03138395352356,25.408821266322143,3.937078256774077,12363575558.824837,39.9897472790627,12.358,808726.0,214970.0,South America,14106401414.099714,16283809094.739897,2237856371.7415805,616176091.281461,-2177407680.6401825,18989.79019883545,3.762041215053263,9
Haiti,HTI,2022,20.2753493115575,38.349214,13.124044418335,7.23876011454798,20253551885.2146,4.07793516095238,29.2907901652243,29.3411380290859,33.9839319470699,12363575558.824837,48.1674653697354,14.836,11584996.0,27750.0,North America,1466106035.6461952,5932425383.703039,2658085145.70609,825926713.6688999,-4466319348.056844,1748.2571323472705,417.4773333333333,3
Honduras,HND,2022,12.5724857320473,55.99769,13.5041408538818,41.1178936427843,31717700115.2546,7.757914435000001,64.8068283246351,26.25433343514,9.08963911525029,11929932.986866958,56.3844098828331,7.099,10432860.0,112490.0,North America,13041650199.327662,20555235462.21564,4283202899.1758113,2460632035.691349,-7513585262.8879795,3040.173079601816,92.74477731353898,9
"Hong Kong SAR, China",HKG,2022,0.0692656169415736,84.906668,20.485088212149485,193.861100918864,359838598806.091,6.191188366634045,189.929795326265,7.789818162264134,1.88136707196846,2678460302.3459554,88.97256725986601,5.058,7346100.0,1102.904761904762,Asia,697587069176.5022,683440714217.3085,73713254386.79044,46703212159.75045,14146354959.193726,48983.62380121303,6660.683908294115,10
Hungary,HUN,2022,2.74790797995499,72.35731000000001,9.887038049243747,90.3778374035367,178788572067.589,7.198799178571428,94.4707025323708,25.7817847237829,14.6081439492433,2055063966.151519,56.4124540460527,3.423,9683505.0,93030.0,Europe,161585244959.35062,168902820079.84537,17676894148.022102,12870630257.381182,-7317575120.494751,18463.20852496993,104.0901322154144,9
Iceland,ISL,2022,4.07024124919026,78.98932199999999,15.431370871407651,46.3143323543196,27841648044.3753,8.671932915000001,47.0441107760344,21.3400056176862,8.3087551155892,669250415.7580296,64.3971254674815,3.809,381900.0,103000.0,Europe,12894673408.191902,13097855747.869532,4296347966.4395685,2414409040.838636,-203182339.67762947,72902.97995384996,3.707766990291262,12
India,IND,2022,16.6183527742932,61.98211000000001,14.062506854534153,22.4494377646999,3385089881935.39,3.5457746295238093,26.9236562932426,25.6208066930625,6.6990341407985,25300482424.8091,48.5828246313961,7.33,1417173173.0,3287260.0,Asia,759933646324.2388,911389965029.6162,476028496679.3064,120027658220.24254,-151456318705.37744,2388.621197767614,431.11076489234193,6
Indonesia,IDN,2022,12.3996592154305,66.280608,16.758917356792246,24.4924493725873,1319100220389.02,2.668208917142857,20.9008560313116,41.4292959518952,4.2094638340216,2264645914.327111,41.7908539920084,3.554,275501339.0,1912314.6066666672,Asia,323079953652.4682,275703237972.22314,221066915788.26025,35196349706.47092,47376715680.245056,4787.99930765135,144.06695323016075,5
"Iran, Islamic Rep.",IRN,2022,12.4606174538087,56.79355999999999,20.93096814836775,19.7961705871207,388544468139.733,5.866489296190476,17.8753523741796,40.218732794406,19.436244264357395,1988059904.5867567,46.9398707870041,10.964,88550570.0,1745150.0,Asia,76916925719.76237,69453692810.35925,81326118868.57239,22793919634.35765,7463232909.403122,4387.825715178717,50.740950634615935,5
Iraq,IRQ,2022,2.85142526205376,44.196292,13.5,46.99961800785047,264182173793.103,3.356173145555556,38.447514198867296,62.7490598754853,4.99476596381039,105272193.75334002,34.7887631886786,15.547,44496122.0,436488.38095238095,Asia,124164612527.59404,101571478779.97955,35664593462.06891,8866411172.18903,22593133747.614487,5937.1954660027,101.94113736295388,3
Ireland,IRL,2022,1.08017851759956,79.833916,12.91261859167191,136.951093698858,529244870222.765,8.03354347818182,99.6221523388651,41.0525833020782,7.8073754099672,6845081744.5523815,52.3001234620715,4.362,5086988.0,70280.0,Europe,724806638115.1782,527245130858.9519,68339371507.85463,42517116755.39278,197561507256.22632,104038.94607629604,72.38173022196926,12
Isle of Man,IMN,2022,0.4720576578875782,61.26969371428571,14.267345616902563,47.702334951628586,5187908008.909171,6.191188366634045,54.15520118836773,8.338818889025664,11.184434281508253,12363575558.824837,93.3141342442045,7.458547595773403,84519.0,570.0,Europe,154086630779.6377,151001996134.0112,66009276596.85556,46703212159.75045,3084634645.6265173,61381.559281453534,148.27894736842106,12
Israel,ISR,2022,1.6170409395111178,74.638542,14.160981087457564,31.9108268239588,522033446211.625,7.140523093333332,28.6240977013041,20.237601399612814,4.3935966591265,22411989603.58173,68.06418721497465,3.476,9550600.0,22070.0,Asia,166585188983.73575,149427363677.1003,73925057588.23116,37275918781.664925,17157825306.635435,54659.753964319,432.74127775260536,12
Italy,ITA,2022,1.96011468118647,72.51951,8.705833366939,37.1496143631398,2010431598465.38,8.562253365454545,38.6903651963886,23.0319812926524,8.20128991161718,24591666598.413937,64.793319929837,8.094,58856847.0,302068.90476190473,Europe,746867585864.5958,777843327469.8483,175024824918.68414,172138247199.76358,-30975741605.25244,34157.990122464085,194.8457655593245,12
Jamaica,JAM,2022,8.09936510175336,67.83599999999998,17.774962525618708,27.9706521607294,17097760745.2096,5.290184316190476,45.2105290556191,19.9220815361069,10.3495688391272,9408897.646573111,58.3284888430595,6.049,2827377.0,10990.0,North America,4782355185.316312,7729988089.573223,3039120565.180952,904503057.36285,-2947632904.256912,6047.216464309358,257.268152866242,5
Japan,JPN,2022,1.1318285980481688,77.90445400000002,8.254857713525947,14.999613864498263,4231141201863.17,9.186331158095236,14.7282220110639,28.911817149670075,2.49770278172251,133360090414.17027,69.72223973786521,2.641,125124989.0,377935.6666666667,Asia,634654842341.1665,623171869812.005,349274685872.17633,388686642569.7617,11482972529.1615,33815.3172733799,331.0748363698584,12
Jordan,JOR,2022,4.66769110184911,60.789308000000005,10.855209350585938,44.62663554178776,47451499859.1549,8.192823432857143,69.96323608358963,24.4570962952301,4.22915568897118,229965782.2560174,61.1891408208474,17.874,11285869.0,89088.38095238095,Asia,21176007901.25699,33198604871.664745,5150959649.704255,3887617599.7030168,-12022596970.407757,4204.505639676918,126.68171628388288,9
Kazakhstan,KAZ,2022,5.18894461924684,76.049054,14.816662085683722,43.02492808247478,220623001966.686,3.2584505423809524,34.083919346937826,34.5416897947218,8.204693867777216,409201516.9288322,52.6066588604409,5.008,19621972.0,2724901.904761905,Europe,94922887929.56355,75196966051.11832,32688964684.69522,7188891404.200619,19725921878.44524,11243.671225638584,7.20098289252527,5
Kenya,KEN,2022,21.1657169102521,66.0809,21.22661826189826,12.215242879819,113420008178.793,4.085009416190476,21.5143076851726,17.6562235849776,7.65687456104604,593997583.8379843,55.0581373603604,5.502,54027487.0,580370.0,Africa,13854529473.35014,24401529536.133453,24075232168.726177,4633218013.947702,-10547000062.783314,2099.3019382669604,93.09145372779432,5
Kiribati,KIR,2022,24.00578141326416,46.40435,18.8985729217529,14.44142564838948,223352943.188404,10.761469251904762,94.42718271477344,11.29162901460626,1.8336984880792848,12363575558.824837,61.71054995221012,7.458547595773403,131232.0,810.0,Oceania,32255349.22404296,210905891.7633384,42210518.84134186,24036058.30444441,-178650542.53929543,1701.9701230523349,162.01481481481483,1
"Korea, Dem. People's Rep.",PRK,2022,10.029778261034568,61.26969371428571,14.267345616902563,47.702334951628586,469968940773.676,6.191188366634045,54.15520118836773,26.314817370570445,11.184434281508253,12363575558.824837,55.44930151833184,2.962,26069416.0,120540.0,Asia,154086630779.6377,151001996134.0112,66009276596.85556,46703212159.75045,3084634645.6265173,19006.1493704766,216.2719097395056,9
"Korea, Rep.",KOR,2022,1.58638909635271,83.796322,14.3753856931414,48.2565227414909,1665245538594.96,5.84117080952381,48.5265387995159,31.7575181493254,5.08788760792858,55971082860.301,58.2429412625214,2.788,51628117.0,99967.61904761904,Asia,803589592033.7394,808086022393.4907,239385468910.8553,97269836307.30637,-4496430359.751343,32254.624715345708,516.448400910771,5
Kuwait,KWT,2022,0.3941876237848566,62.47587600000001,11.307948915581957,59.89447791151679,184558274288.737,3.2014753138095235,33.83049856117518,62.27715930803,3.0942274504308056,259393140.1849038,50.41681191674381,2.482,4268873.0,17820.0,Asia,110540214827.74414,62436984327.780914,20869755376.050003,5908587590.946785,48103230499.96323,43233.48909389832,239.55516273849608,4
Kyrgyz Republic,KGZ,2022,12.1204366201074,63.635672,17.11798256093806,41.45186207033175,10930644915.2401,6.383433455714287,68.97081619066088,24.0393602833711,13.9229093174175,17341988.61591022,52.0680419461923,4.567,6803300.0,199949.61904761905,Asia,4530955853.663057,7538955012.94407,1871105890.388864,697750444.4447691,-3007999159.2810125,1606.6680750871049,34.02507107742855,9
Lao PDR,LAO,2022,14.6271897573021,49.57051,11.71780279704502,32.90375027313757,15724383783.2385,2.9737138285714284,46.69174415246039,33.554541043651,22.9562225132054,5833746.138960201,41.2495294247126,2.633,7529475.0,236800.0,Asia,5173911972.026538,7341989045.620692,1842552282.7704144,467598175.0198064,-2168077073.5941544,2088.377182106123,31.79676942567568,2
Latvia,LVA,2022,5.1231178289312,80.06526799999999,14.156440877914426,70.3412087997428,41153912662.862,5.880552429047619,76.1564502897118,20.8558038049082,17.3102830198815,227095520.8614381,62.0800868806632,6.429,1883379.0,64593.80952380953,Europe,28948159635.44756,31341359039.363907,5825929315.066597,2420077410.744067,-2393199403.9163475,21851.10520126963,29.15726776117422,9
Lebanon,LBN,2022,3.980871646658756,54.45721,7.219792667188142,26.36410331596312,34590455762.007645,8.145424593333335,50.93543310882015,14.907737690284405,20.91529346572528,12363575558.824837,72.43542038723614,12.635,5489739.0,10450.0,Asia,9119463494.558212,17618798456.693428,2497359188.652386,2817539490.584658,-8499334962.135216,6300.929017209679,525.3338755980861,9
Lesotho,LSO,2022,3.50810957392033,57.974298,14.6538400650024,44.27484816542813,2553459762.7992,8.336430005238094,99.2954948851774,24.939078217855,8.27180389943028,990657.2813971234,49.595649644741,18.039,2305825.0,30360.0,Africa,1130540432.9446473,2535470508.165343,374179909.76478446,212867385.837674,-1404930075.2206955,1107.3952979082108,75.94944005270092,9
Liberia,LBR,2022,36.1905257727343,42.058992,11.1886758804321,47.702334951628586,4001047150.0,8.280213503333332,54.15520118836773,21.3943992137158,10.554012384608086,12363575558.824837,37.2152575107744,3.634,5302681.0,111370.0,Africa,154086630779.6377,151001996134.0112,447664197.436766,331295246.38903344,3084634645.6265173,754.5328768598375,47.61319026667864,1
Libya,LBY,2022,1.59721923426485,32.603984000000004,14.267345616902563,49.007230499180096,45752336035.9846,3.672418752500001,30.291333487511714,80.3080316319644,1.7331989818419022,12363575558.824837,25.4693937975976,20.68,6812341.0,1759540.0,Africa,22421952779.91441,13858992686.987091,66009276596.85556,1680217368.2923136,8562960092.927319,6716.095984623288,3.8716602066449184,3
Liechtenstein,LIE,2022,0.1459600329340734,64.84815,14.267345616902563,47.702334951628586,5048408233.714671,6.191188366634045,54.15520118836773,41.07456704108732,11.184434281508253,12363575558.824837,53.73604236228115,7.458547595773403,39327.0,160.0,Europe,154086630779.6377,151001996134.0112,66009276596.85556,46703212159.75045,3084634645.6265173,128370.03162495668,245.79375,12
Lithuania,LTU,2022,4.01970495449537,80.284528,13.52374606132508,87.561129569902,70334299008.3797,6.426910444090908,89.5426504370244,27.2365918218381,19.7050461518394,593317031.621659,59.6179632918573,5.569,2833000.0,65295.90476190476,Europe,61585506686.80964,62979195498.40496,9511831991.906351,4520322408.747684,-1393688811.5953217,24826.79103719721,43.38710077347518,9
Luxembourg,LUX,2022,0.245201223046949,69.421058,9.61332861582439,209.366433041006,82274812250.9186,5.995116927272729,175.111415423983,12.26817582096,6.33600807777923,1145148468.9592466,78.4234097386979,4.698,650774.0,2590.0,Europe,172255839700.93286,144072588270.00812,7909348069.733349,4932471196.136678,28183251430.924744,126426.0899343222,251.26409266409263,10
"Macao SAR, China",MAC,2022,10.029778261034568,61.26969371428571,13.8027029037476,86.5481274221663,21979475560.6214,6.191188366634045,96.544235032634,7.826738745139493,1.04502802369954,25837972.429719027,88.97122911555802,2.627,695168.0,29.190476190476183,Asia,19022824514.93051,21219916544.18668,3033761711.4343834,46703212159.75045,-2197092029.2561684,31617.501899715466,23814.8907014682,12
Madagascar,MDG,2022,22.3969644485088,45.159238,13.8535928726196,31.0796352394265,14954967604.4073,4.551276331904762,40.14260017322,22.4336018250455,8.16059031991844,18510660.53386237,47.9866202243758,2.142,29611714.0,587161.4285714285,Africa,4647949381.624188,6003312851.471801,2071800326.14674,680641901.0234141,-1355363469.8476124,505.0355276431246,50.431980983569865,2
Malawi,MWI,2022,21.7620875918847,56.750768,15.833002805709835,47.702334951628586,13164667626.9363,5.30259234,54.15520118836773,18.3464047678754,20.9539697299689,12363575558.824837,54.9122631632069,5.614,20405317.0,118480.0,Africa,154086630779.6377,151001996134.0112,2084362194.735199,698068657.172384,3084634645.6265173,645.1586920671853,172.2258355840648,2
Malaysia,MYS,2022,8.92788740437213,79.692252,20.2047576904297,73.8363347646657,406305924656.071,3.285618861904762,66.9092131162023,39.1992791316571,3.37869862549938,3841400609.459698,50.8192841432907,3.73,33938221.0,330660.8095238095,Asia,300001402697.7269,271856097031.88687,82093127558.61902,13349664097.53642,28145305665.840057,11971.927599153503,102.63756702487672,5
Maldives,MDV,2022,5.805912126911284,52.919894,12.980865097045893,72.27518894943235,6189865408.23158,8.649430888095239,75.05806967766226,10.454717075231496,2.33314337624571,12363575558.824837,72.97937797249935,4.883,523787.0,300.0,Asia,4473736919.514926,4645993491.063972,803498078.3312504,535388130.5511047,-172256571.54904652,11817.52393288031,1745.9566666666667,9
Mali,MLI,2022,36.4212984752437,52.368452000000005,16.659470510482798,29.0625334422569,18827176532.3169,4.561876808095239,39.7656947848218,19.9629972718925,1.8256575581544512,58982907.24113581,35.6409236289385,2.762,22593590.0,1240190.0,Africa,5471654475.937342,7486757556.440734,3136507922.3578715,858872599.8469139,-2015103080.503392,833.297255208973,18.21784565268225,1
Malta,MLT,2022,0.951867995420787,64.782142,14.233791232109075,168.009736941935,17765270014.7571,8.392614164285714,156.622442069411,12.3418285712955,6.15375621933034,101448105.58665413,78.8079054326196,2.813,523417.0,320.0,Europe,29847383418.817856,27824399737.33738,2528671445.720999,1490970567.5821068,2022983681.4804764,33940.94959612909,1635.678125,10
Marshall Islands,MHL,2022,12.20301991210344,50.847296,27.88399944305419,36.69092862041472,279667900.0,15.018046424285714,92.60948301497574,12.729650687571231,11.184434281508253,12363575558.824837,72.39736572898173,7.458547595773403,41569.0,180.0,Oceania,102612749.56321284,258998996.3488393,77982595.67840135,42000655.05582495,-156386246.78562647,6727.799562173736,230.9388888888889,1
Mauritania,MRT,2022,19.2032898372654,47.90557199999999,10.4351224899292,46.4676921166572,10375460680.4361,3.2434131771428567,77.7041564561854,34.654713135596,9.52526628622848,1074897.697829154,39.7652278990919,11.109,4736139.0,1030700.0,Africa,4821237124.669873,8062164200.176065,1082692030.8979485,336519058.8985404,-3240927075.506192,2190.700205470342,4.59507034054526,2
Mauritius,MUS,2022,3.39052051035037,78.642456,16.362888249483976,56.1625807402572,12898307089.1315,4.474712926666667,63.1061112544154,18.3697355422078,10.7737512242899,43951450.46307328,65.7892935918425,7.234,1262523.0,2040.0,Africa,7244022133.059797,8139620021.603473,2110535575.069857,577162214.6385304,-895597888.5436754,10216.294744041496,618.8838235294118,9
Mexico,MEX,2022,4.14990925789374,72.24332799999999,19.3104967820017,43.354093459063,1414187193992.25,5.585031850476191,46.1269635139675,32.1300397174628,7.89627619168544,5481780143.373972,58.7684189526905,3.308,127504125.0,1964378.3333333333,North America,613108037769.5006,652321610992.006,273086572587.35355,78982805209.82268,-39213573222.50537,11091.305430253728,64.90813039239725,5
"Micronesia, Fed. Sts.",FSM,2022,22.4635812773441,48.097198,18.000538962227967,29.9933888732877,427094119.111317,11.636344864285714,71.3660025650125,4.85366234910332,5.40874375479069,12363575558.824837,66.8099985123939,7.458547595773403,114164.0,700.0,Oceania,128099999.99999988,304800000.0,76879243.31601693,49698144.59487604,-176700000.00000012,3741.05776874774,163.09142857142857,1
Moldova,MDA,2022,7.92241456216425,72.831246,18.725480261303133,40.8823296680243,14420947883.5979,8.563535985238095,70.0032502688485,20.042542243121,28.7372976766236,50487898.25600731,58.0309586016506,2.278,2592477.0,33848.09523809524,Europe,5895619455.026466,10095132238.095251,2700391749.435937,1234943061.424338,-4199512783.0687847,5562.613625346686,76.591518127207,9
Monaco,MCO,2022,10.029778261034568,61.26969371428571,6.54762585957845,47.702334951628586,5568611548.605498,1.938383381428572,54.15520118836773,13.958293165338484,11.184434281508253,2099366.617883887,79.03091771290602,7.458547595773403,36469.0,50.62233333333333,Europe,154086630779.6377,151001996134.0112,364611849.7759656,107941040.8344812,3084634645.6265173,152694.38560436256,720.4132563361362,12
Mongolia,MNG,2022,13.246394190452,66.857072,17.633220672607425,69.6910459119838,16810883360.913,4.267669768095239,75.2592857425016,37.0112136985462,15.1479560897225,36073994.51878651,38.8599066386074,8.247,3398366.0,1564119.2261428572,Asia,11715680441.263926,12651750744.428171,2964300160.044433,717432986.9434369,-936070303.1642456,4946.754811257234,2.1727026579555733,9
Montenegro,MNE,2022,6.3492871277598,72.63933800000001,14.267345616902563,52.6812128359268,6095978867.69929,8.646737529000001,75.9699252737865,13.0420246755041,13.0403036347004,37902499.5889824,60.6987936884063,15.402,616159.0,13810.0,Europe,3211435601.725784,4631110590.496967,66009276596.85556,527103292.5132639,-1419674988.7711835,9893.515906931962,44.61687183200579,9
Morocco,MAR,2022,10.7342762861611,70.17999,14.34683883190154,43.527422607698,134181587769.796,5.216980127619048,55.1209595360866,27.2062334067731,6.65704202759063,828120459.5082729,52.3047743587685,10.494,37457971.0,446550.0,Africa,58405786770.27832,73962178699.46779,19250816139.419144,7000226768.873968,-15556391929.189468,3582.190497445684,83.88303885343187,9
Mozambique,MOZ,2022,23.98159118523437,53.444526,19.16816393534344,28.22315919786768,17851491427.6765,5.285017377142858,54.75071297549855,19.079305381112928,10.2794018093421,58008422.04116616,45.816275674500886,3.906,32969518.0,799380.0,Africa,5038254844.826839,9773818833.412888,3421803141.760812,943454424.0318706,-4735563988.586048,541.4544254992293,41.24386149265681,5
Myanmar,MMR,2022,20.3043006684831,43.615794,9.416513013839715,36.9642804609069,59364362540.5524,3.1456020209523814,35.4086296234463,41.105291318162,13.66544289685456,62634489.785317205,38.5904092599302,0.7626190476190476,54179306.0,676590.0,Asia,21943609463.319347,21020107260.304096,5590052924.214106,1867366587.8011148,923502203.0152512,1095.7017895458534,80.07701266645975,2
Namibia,NAM,2022,8.58397288237219,60.786982,24.7069206237793,37.6331130307008,12607436975.946,9.47533067190476,56.3755474762011,27.9812898910437,6.08128114112414,30856072.71699984,55.5229292600494,20.846,2567012.0,824290.0,Africa,4744571007.432125,7107511617.906569,3114909446.339979,1194596342.7228732,-2362940610.4744434,4911.327635377629,3.114209804801708,8
Nauru,NRU,2022,10.029778261034568,61.26969371428571,6.98449230194092,55.7692307692308,150922211.044258,12.674383277619048,115.384615384615,26.314817370570445,0.0877749006491565,12363575558.824837,55.44930151833184,7.458547595773403,12668.0,20.0,Oceania,84168156.15929778,174141012.74337402,10541150.21230523,19128459.478806365,-89972856.58407624,11913.657329038364,633.4,9
Nepal,NPL,2022,21.0607486436528,60.111662,12.4379253387451,6.76061737759184,40828247302.4851,4.301879668095237,42.6382368088988,12.0298226217743,6.284003045961243,83810863.6666732,52.2844604522285,11.119,30547580.0,147180.0,Asia,2760241582.0979795,17408444769.756435,5078186916.601307,1756382069.5452487,-14648203187.658457,1336.54604726414,207.5525207229243,9
Netherlands,NLD,2022,1.66980809319306,75.876046,11.90035225096203,92.6376932933554,991114635529.187,9.745225580454546,83.212882469565,18.9132647531944,10.0012078753473,19020561207.34698,68.8420779739605,3.538,17703090.0,41537.619047619046,Europe,918145736247.0854,824735056801.56,117946132838.81172,96586356993.21918,93410679445.5254,55985.40342557074,426.19414414930816,12
New Caledonia,NCL,2022,1.7265201460498507,61.26969371428571,14.267345616902563,19.97516949364092,8035172434.985473,6.191188366634045,41.96132388220167,23.78437958797189,1.1306598518031017,12363575558.824837,66.53291564148263,12.267,276780.0,18580.0,Oceania,1605039312.9946623,3371664729.9376445,66009276596.85556,46703212159.75045,-1766625416.9429822,29030.899757878,14.896663078579117,9
New Zealand,NZL,2022,5.816993131174584,87.01846800000001,15.94669752120972,29.045291874931728,247234053739.267,8.8630867,28.24678430273461,21.847509908999687,7.17222476016446,3003275677.2289805,64.53896542006835,3.253,5124100.0,267710.0,Oceania,71809852522.79565,69835669882.63773,39425666719.226,21912568534.835827,1974182640.1579285,48249.26401500107,19.14048784132084,12
Nicaragua,NIC,2022,16.7843275365567,54.292616,20.93416187979958,49.7779295600035,15671583877.9712,7.203798225714285,65.4020124188691,25.9894452063201,10.4674244465991,13646553.785515374,46.2706929273633,5.565,6948392.0,130370.0,North America,7800989983.713369,10249531234.104214,3280714738.1430635,1128949281.3426154,-2448541250.3908443,2255.425986036942,53.29747641328527,5
Niger,NER,2022,36.7325508543771,51.178864,16.770930480957034,10.0539186843855,13969605582.5202,5.1189771819047625,28.7097972532147,20.514382141104885,4.22621791916396,12363575558.824837,36.95581893908717,0.534,26207977.0,1267000.0,Africa,1404492785.7959585,4010645439.815312,2342832840.708356,715100922.1713029,-2606152654.0193534,533.0287638195119,20.685064719810576,1
Nigeria,NGA,2022,23.6918718407127,51.831352,7.033850232760112,20.797531882001856,477386120635.845,3.602609713333334,15.074693153060206,30.7755687196148,18.8471877843274,631247661.1478559,44.0357676992755,5.761,218541212.0,923770.0,Africa,99284530639.4917,71964492841.15146,33578624757.508846,17198358752.132137,27320037798.34024,2184.421493168277,236.5753510072853,2
North Macedonia,MKD,2022,8.1240004472683,80.04747,8.64087963104248,74.8945722637132,13563132057.2486,7.230867545238095,95.9236787865987,22.949505687219,14.2047173195833,41823532.09548236,58.8005230605344,15.081,2057679.0,25710.0,Europe,10158049739.838903,13010255227.997343,1171973915.2661872,980732114.045373,-2852205488.15844,6591.471292290295,80.03418903150525,9
Northern Mariana Islands,MNP,2022,10.029778261034568,61.26969371428571,14.267345616902563,61.176649197601314,1019684210.5263158,6.191188366634045,64.1434217341494,26.314817370570445,11.184434281508253,12363575558.824837,55.44930151833184,7.458547595773403,49551.0,460.0,Oceania,623808632.3970147,654060343.5144266,66009276596.85556,46703212159.75045,-30251711.11741185,20578.47895151088,107.7195652173913,9
